complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,tot2019,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,avwkdy19,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18,avwken19,srv_notes
bk041,Bay Pkwy,N ,1,36047,40.611815,-73.981848,1725387,1940220,2090204,2107881,2160569,2221968,2243082,2342792,2298369,3435240,2950253,2266916,2071452,5623,6180,6494,6497,6703,6892,6990,7301,7164,10955,9328,7261,6565,5340,6562,7974,8315,8443,9107,8457,8808,8609,11631,10537,7605,7266,
bk042,Bay Ridge Av,R ,1,36047,40.634967,-74.023377,2438750,2549155,2505035,2483394,2538150,2522369,2525470,2597559,2623309,2622438,1282256,2228497,2354120,7830,8215,8092,8119,8240,8206,8079,8283,8379,8415,4173,7236,7677,8200,8246,8154,7615,8183,8618,8590,8967,9001,8719,4005,7072,7294,x
bk043,Bay Ridge-95 St,R ,1,36047,40.616622,-74.030876,1679876,1732989,1700946,1719577,1769432,1809829,1830193,1858200,1865038,1853049,1755379,1739178,1743441,5535,5722,5617,5715,5848,5996,5974,6051,6101,6090,5969,5812,5847,4994,4969,4963,4852,5227,5700,5692,5837,5730,5510,4361,4754,4663,
bk044,Bedford Av,L ,1,36047,40.717304,-73.956872,5766688,6504331,6761478,7418203,7738863,8342397,9214395,9892516,9388289,9688560,9644831,9053980,7836366,16857,18887,19550,21149,22520,23825,25755,27224,27132,27486,27783,26603,25158,27252,30960,32958,38038,37721,43891,49553,54863,45740,49479,48007,42024,26623,
bk045,Bedford-Nostrand Avs,G ,1,36047,40.689627,-73.953522,1660873,1820311,1876400,1895163,2012606,2138852,2348998,2513681,2634066,2697942,2779124,2774993,2795387,5312,5832,5928,6040,6348,6755,7300,7778,8197,8487,8741,8821,8866,5669,6033,6726,6597,7397,8239,9008,9798,10057,9815,10274,9742,9901,
bk046,Bergen St,2 3,1,36047,40.680829,-73.975098,1207019,1236037,1238795,1265510,1326721,1397036,1296199,1236513,1210571,1231084,1180684,1140677,1208319,3946,4033,4015,4127,4344,4472,4070,3923,3823,3884,3853,3653,3857,3726,3772,3982,3964,4154,5126,4825,4381,4384,4433,3729,3906,4168,
bk047,Bergen St,F G,1,36047,40.686145,-73.990862,3126241,3169916,3228987,3296466,3452452,3529174,3650848,3711317,3708300,3599389,3525144,3478946,3577496,9896,10038,10154,10578,11048,11370,11562,11570,11548,11529,11306,11174,11310,11180,11141,11862,11129,11969,12573,13031,14118,14243,12161,12047,11737,12914,
bk048,Beverley Rd,Q ,1,36047,40.644031,-73.964492,900828,917474,889066,1070872,1095502,950243,737652,838970,899663,953903,1038252,1060568,1048249,2829,2875,2933,3436,3567,3096,2340,2690,2894,3059,3267,3350,3410,3298,3330,2552,3584,3453,3198,2561,2787,2967,3183,3811,3801,3259,x
bk049,Beverly Rd,2 5,1,36047,40.645098,-73.948959,1244565,1271764,1219695,1231592,1276466,1274789,1364573,1360719,1392643,1379958,1348244,1307405,1284232,4044,4121,3975,3972,4146,4199,4375,4447,4457,4464,4384,4255,4277,3894,3959,3739,3976,4047,4061,4569,4176,4699,4376,4268,4081,3532,
bk050,Brighton Beach,B Q,1,36047,40.577621,-73.961376,3895150,4125373,3997205,3995043,3842789,3781554,3810743,3872092,4014831,4044514,3957811,3778194,3745994,12312,13064,12848,12770,12421,12376,12185,12498,12794,13035,12587,12065,11841,13933,14309,13107,13301,12484,12461,12912,12524,13763,13137,13830,12828,13276,
bk051,Broadway,G ,1,36047,40.706092,-73.950308,1006749,1032689,1047629,941243,995856,1023397,1071877,1124407,1313362,1397227,1385797,1402102,1506905,3242,3352,3347,3217,3186,3272,3368,3500,4011,4340,4452,4467,4639,3316,3207,3566,2226,3430,3737,3905,4261,5368,5292,4592,4816,5953,
bk052,Broadway Junction,A C J L Z,3,36047,40.678334,-73.905316,2907085,2937794,2846582,2767838,2810713,2862830,2948156,3018656,3133658,3085401,2911532,2810636,2759349,8731,8913,8528,8412,8441,8790,8863,9149,9251,9189,8681,8142,7813,12641,12136,12460,11439,12382,12206,12707,12553,14361,13638,12960,13505,14131,
bk053,Bushwick Av-Aberdeen St,L ,1,36047,40.682829,-73.905249,315597,366270,365349,398834,405385,427032,490042,563577,598393,672880,682086,671545,600188,1022,1150,1143,1246,1322,1371,1509,1683,1874,2105,2112,2079,2015,1011,1316,1352,1492,1266,1533,1945,2477,2198,2470,2683,2605,1595,
bk054,Canarsie-Rockaway Pkwy,L ,1,36047,40.646654,-73.90185,3601731,3773940,3660047,3806903,3865823,3920243,4062690,4175970,4024313,3897784,3828628,3598843,3302691,12224,12671,12282,12504,12817,13039,13254,13512,13481,13131,12661,11947,11060,8965,9768,9664,11437,11142,12063,12617,13478,10709,9961,11231,10207,8898,
bk055,Carroll St,F G,1,36047,40.680303,-73.995048,3059642,3089357,2995068,3025719,3598477,3961111,3782675,3616947,3672702,3563150,3537661,3490924,3615019,9930,10051,9786,10002,11906,13193,12339,11744,11923,11848,11723,11562,11814,9815,9601,9261,8877,10628,12155,11838,11587,11821,10034,10389,10168,11279,
bk056,Central Av,M ,1,36047,40.697857,-73.927397,620228,684847,747651,760657,890194,992142,505757,970531,1141731,1158274,539681,725022,1472067,2012,2202,2347,2548,2903,3445,1744,3282,3715,3884,1929,2393,4473,1956,2216,2731,1982,2805,2387,1082,2472,3596,3080,845,2143,6148,x
bk057,Chauncey St,J Z,1,36047,40.682893,-73.910456,771353,822076,847239,898984,966989,964735,938803,959091,1045698,1092483,1095638,1063828,1076510,2395,2571,2646,2789,2984,3037,2967,3050,3200,3360,3408,3387,3246,2957,3005,3158,3438,3853,3751,3323,3345,4231,4309,4194,3690,4587,
bk058,Church Av,2 5,1,36047,40.650843,-73.949575,2921895,2949285,2872287,2994162,3057877,2987887,3059215,3020066,3070551,3027658,2916680,2818535,2862033,9470,9539,9367,9691,9929,9851,9794,9852,9864,9808,9512,9193,9556,9323,9273,8837,9565,9791,9543,10381,9375,10219,9569,9141,8751,7777,
bk059,Church Av,B Q,1,36047,40.650527,-73.962982,4875322,5173847,4966209,4654613,4665059,4982615,5603898,5482093,5707573,5438775,5455527,5161293,5061013,15392,16295,15769,14696,14876,16042,17638,17473,17811,17482,17186,16528,16251,17527,18434,17295,16647,16205,17733,20399,18797,21472,18017,19961,17461,16908,
bk060,Church Av,F G,1,36047,40.644041,-73.979678,2941806,2965803,2908011,2968167,3271729,3081142,3193844,3201585,3353795,3315387,3148411,3099383,3051736,9209,9305,9174,9429,10463,9985,9984,9954,10490,10151,9697,9492,9395,10938,10737,10423,10332,11251,10593,11927,12224,12511,13332,12592,12594,12009,x
bk061,Clark St,2 3,1,36047,40.697466,-73.993086,1592264,1627465,1706174,1711829,1754204,1855650,1972314,2018876,1997148,2000024,1631139,1550414,1781419,5040,5221,5269,5406,5596,5760,5971,6083,5922,5903,5635,5275,5590,5666,5286,6712,6168,6134,7615,8326,8599,9018,9083,3708,3851,6562,
bk062,Classon Av,G ,1,36047,40.688873,-73.96007,1102407,1145468,1186685,1207680,1308232,1355886,1432872,1477256,1604508,1581663,1585121,1649340,1722852,3572,3713,3760,3935,4170,4288,4490,4601,4966,4996,5106,5301,5453,3528,3584,4201,3787,4597,5178,5308,5606,6265,5645,5290,5502,6155,
bk063,Cleveland St,J ,1,36047,40.679947,-73.884639,818018,937050,951023,970732,1002848,1029708,1050261,1107397,1120403,1104683,1011734,901928,880879,2592,2943,3013,3080,3148,3271,3328,3467,3514,3483,3270,2975,2935,2883,3369,3329,3429,3724,3856,3699,4104,4119,3945,3296,2657,2442,
bk064,Clinton-Washington Avs,C ,1,36047,40.683263,-73.965838,1531187,1636635,1559809,1707500,1819542,1891559,2104035,2077312,2060200,2152345,2201880,2178439,2144338,4902,5153,5029,5404,5698,6033,6642,6719,6603,6932,7130,7068,7139,5211,5883,5098,6126,6939,7056,7642,6753,7011,7119,7224,7035,6036,
bk065,Clinton-Washington Avs,G ,1,36047,40.688089,-73.966839,1417193,1464016,1503550,1517296,1628558,1637463,1678004,1652336,1716023,1656058,1551042,1534802,1609332,4624,4728,4736,4942,5190,5183,5294,5178,5364,5312,5083,5025,5208,4416,4711,5523,4861,5790,6301,6097,6170,6501,5585,4806,4723,5252,
bk066,Coney Island-Stillwell Av,D F N Q,1,36047,40.577422,-73.981233,4258403,4482958,4378886,4768416,4649438,4733106,4690794,4980140,5132083,5025598,4803755,4615664,4579191,11737,12488,12240,13079,13254,13474,13177,13734,14073,14098,13542,13203,12819,22541,22689,21874,24780,22652,23981,23726,26733,27415,25961,24556,22536,23468,
bk067,Cortelyou Rd,Q ,1,36047,40.640927,-73.963891,1883312,1985030,1879021,2086918,2135444,1992781,1700177,1806758,1961144,1978254,2028859,1994734,1957538,5870,6171,6088,6578,6812,6379,5318,5727,6220,6332,6348,6276,6319,7130,7447,5933,7522,7409,7241,6294,6328,6892,6666,7610,7263,6338,x
bk068,Court St /Borough Hall,R 2 3 4 5,3,36047,40.692404,-73.990151,10147974,10698228,10788326,11134599,11115037,10988473,11291705,11474717,11360058,11080334,10693598,10364534,10135722,35069,36639,37057,38057,38026,38088,38428,38944,38559,38089,36762,35599,34939,22672,24714,25165,27388,27191,27299,28081,28947,28593,25365,25259,24195,22988,x
bk069,Crescent St,J Z,1,36047,40.683194,-73.873785,1277248,1436424,1400697,1464238,1514075,1504645,1509290,1583134,1626727,1617730,1570485,1467166,1391945,3973,4429,4428,4551,4667,4635,4683,4925,5073,5053,4842,4539,4463,4878,5584,4961,5637,6065,6335,5804,6020,6122,5999,6243,5792,4675,
bk070,Crown Heights-Utica Av,3 4,1,36047,40.668897,-73.932942,8303467,8573661,8330192,8498343,8438284,8469613,8534705,8690082,8965908,9051970,8954499,7920192,7933008,27087,27945,27231,27476,27368,27549,27780,28287,28146,29069,28980,25336,25331,25763,26087,25653,27428,27187,28918,26704,27343,33065,29939,29038,26901,27286,
bk071,Cypress Hills,J ,1,36047,40.689941,-73.87255,425388,429277,427322,419062,435446,411495,432557,450480,452936,462143,435855,411331,420647,1408,1393,1379,1398,1434,1391,1431,1444,1456,1501,1501,1457,1474,1215,1333,1392,1148,1297,1148,1236,1517,1503,1447,973,725,833,
bk072,DeKalb Av,B Q R,1,36047,40.690635,-73.981824,4843313,5043274,5014623,5079961,5122803,5222096,5223608,5288037,5373388,5640329,6551184,6776248,6708640,16068,16724,16835,16905,17180,17791,17318,17350,17889,18774,21230,22069,22000,13983,14257,13485,14501,14066,14327,15046,16016,15096,15729,21434,21357,20429,
bk073,DeKalb Av,L ,1,36047,40.703811,-73.918425,3024645,3329950,3110345,3343666,3382468,3495896,3712102,3924836,3938538,4017076,4171610,4000252,3290894,9743,10374,10066,10451,10829,11004,11617,11943,12158,12307,13050,12638,11214,9900,12417,9876,12591,11531,13534,13823,16197,15430,16098,15805,14323,7985,
bk074,Ditmas Av,F ,1,36047,40.636119,-73.978172,1484299,1478231,1398512,1377549,1392790,1404811,1455737,1437835,1033946,1055185,1137998,1149528,1177275,4745,4728,4496,4471,4554,4669,4676,4622,3386,3524,3849,3904,3947,5020,4890,4582,4327,4265,4260,4813,4728,3113,2789,2851,2765,3128,x
bk075,East 105 St,L ,1,36047,40.650573,-73.899485,933164,1017671,1014253,1065469,1101683,1110433,1161688,1197125,1187844,1201578,1201452,1139556,1001343,3142,3414,3407,3525,3684,3727,3818,3911,4002,4070,3999,3798,3367,2432,2640,2657,3069,3022,3256,3466,3679,3041,2961,3393,3151,2636,
bk076,Eastern Pkwy-Brooklyn Museum,2 3,1,36047,40.671987,-73.964375,1564980,1602404,1557736,1590190,1568924,1578613,1674856,1665524,1676659,1585048,1530635,1544013,1338351,4696,4842,4754,4813,4835,4795,4938,4889,4915,4719,4592,4637,4036,6882,6782,6363,6823,6398,7038,7794,7835,7943,7107,6810,6813,5823,x
bk077,Euclid Av,A C,1,36047,40.675377,-73.872106,2866128,2995164,2888392,3004395,3100867,3115445,3323235,3315007,3509500,3458027,3415739,3174827,3240578,9368,9722,9435,9750,10037,10169,10418,10652,11014,10870,10751,10191,10119,8810,9325,8836,9545,10104,10455,12329,11016,12954,12563,12594,10629,12250,
bk078,Flatbush Av-Brooklyn College,2 5,1,36047,40.632836,-73.947642,5849991,6035079,5951280,6335954,6547958,6384496,6562226,6447908,6487608,6321530,6107780,5822873,5684108,19825,20338,20159,21355,22168,21942,21941,21865,21666,21268,20691,19763,19572,14746,15340,14955,16513,16775,16452,17982,16274,17805,16443,15653,14507,12762,
bk079,Flushing Av,G ,1,36047,40.700377,-73.950234,596342,599449,582662,553739,616083,655317,728668,808421,866803,877269,849840,874498,732897,1961,1974,1900,1930,2032,2157,2373,2627,2819,2857,2866,2949,2466,1757,1717,1792,1135,1810,2091,2256,2529,2716,2700,2182,2224,1876,
bk080,Flushing Av,J M,1,36047,40.70026,-73.941126,2189891,2359615,2472600,2610974,2683278,2776360,2869903,2847691,2991074,2894033,2764583,2537390,2773154,6803,7378,7765,8243,8477,8963,9165,9258,9483,9347,8952,8336,8623,8412,8661,9050,9359,9773,9803,9788,9012,10573,9328,8914,7584,10587,
bk081,Fort Hamilton Pkwy,D ,1,36047,40.640914,-73.994304,1148030,1188918,1159841,1154051,1103024,1025285,1240644,1317172,1297755,1349733,1273516,1191580,1207971,3685,3809,3783,3772,3640,3403,3984,4248,4260,4420,4162,3936,3983,3808,3907,3538,3489,3206,3145,4101,4258,3832,4002,3884,3405,3474,
bk082,Fort Hamilton Pkwy,F G,1,36047,40.650782,-73.975776,1419753,1474745,1468106,1509737,1292131,1538039,1688093,1729381,1792239,1845401,1786458,1765887,1800167,4625,4805,4816,4967,4268,5092,5531,5650,5783,6044,5893,5807,5877,4455,4527,4427,4500,3809,4843,5153,5345,5908,5608,5347,5318,5618,x
bk083,Fort Hamilton Pkwy,N ,1,36047,40.631386,-74.005351,1839810,1979256,1994402,2045741,2086389,2105486,2200487,2278120,2164028,554051,988664,969878,1372278,5997,6399,6407,6508,6715,6786,7034,7244,6964,1771,3196,3232,4468,5714,6263,6604,7114,6942,7419,7454,7885,7072,1809,3201,2656,4233,x
bk084,Franklin Av /Botanic Garden,2 3 4 5 S,2,36047,40.670682,-73.958131,4013780,4228510,4302121,4433981,4712492,4934593,5125782,5377967,5100038,5010984,4762184,4604219,4999385,12882,13537,13557,14071,14795,15352,15775,15787,15866,15834,15269,14581,15412,13050,13712,15172,15404,17405,19949,20269,24479,19326,17730,16077,16339,19857,
bk085,Franklin Av,C S,2,36047,40.68138,-73.956848,1562157,1659913,1608062,1768472,1904736,1982691,2049246,2125076,2137752,2056281,2058258,2051171,1977940,4720,5022,4906,5348,5786,6111,6227,6492,6468,6289,6333,6358,6234,6581,6844,6493,7397,7998,8279,8478,8633,8996,8274,8229,7939,7148,
bk086,Fulton St,G ,1,36047,40.687119,-73.975375,935284,1013751,1089757,1098862,1179034,1280063,1394890,1485669,1643353,1639930,1698778,1745439,1768601,3004,3235,3379,3523,3699,3956,4266,4502,4954,5096,5364,5462,5416,3142,3440,4249,3765,4472,5363,5702,6274,7089,6288,6198,6539,7207,
bk087,Gates Av,J Z,1,36047,40.68963,-73.92227,1495901,1609242,1666134,1749349,1870109,1901060,1895878,1984486,2100864,2117787,2262915,2234908,2249791,4662,5037,5194,5413,5787,5964,5999,6277,6521,6602,7110,7255,7095,5661,5869,6248,6764,7362,7464,6685,7100,8053,7937,8358,7075,8136,
bk088,Graham Av,L ,1,36047,40.714565,-73.944053,2505392,2727719,2717687,3028830,3054897,3086342,3179579,3402514,3293413,3324292,3299951,3093428,2709511,8023,8503,8766,9442,9828,9889,10136,10643,10504,10483,10536,9959,9346,8477,10202,8832,11615,10308,11215,11089,12774,11396,11996,11572,10247,6099,
bk089,Grand Army Plaza,2 3,1,36047,40.675235,-73.971046,2412986,2412424,2366786,2369355,2417351,2507555,2556750,2505721,2433907,2425948,2265097,2228173,2295401,7869,7841,7661,7722,7882,8068,8066,7971,7731,7735,7452,7188,7349,7384,7362,7489,7335,7555,8908,9159,8638,8420,8216,6746,7283,7772,
bk090,Grand St,L ,1,36047,40.711926,-73.94067,1925383,2075718,1981342,2103847,2135063,2145374,2260023,2414872,2242757,2174128,2256349,2126443,1847219,6490,6816,6700,6923,7169,7171,7444,7824,7307,6977,7317,6964,6409,5017,6146,5014,6359,5765,6449,6672,7787,7030,7256,7369,6486,3967,
bk091,Grant Av,A ,1,36047,40.677044,-73.86505,1858974,1940737,1898215,1910245,1953637,1952581,1958503,2041848,2084651,2170567,1950109,1842974,1749932,5952,6170,6091,6089,6216,6290,6270,6475,6696,7044,6318,5896,5710,6287,6652,6325,6568,6876,6929,6593,7169,6901,6795,6290,6255,5392,
bk092,Greenpoint Av,G ,1,36047,40.731352,-73.954449,2305443,2392113,2319327,2200679,2490286,2521422,2543568,2428027,2902723,2951454,2934770,2859047,3089912,7372,7660,7392,7523,8073,8212,8461,7819,9191,9413,9648,9509,10006,7857,7962,8054,5263,8126,8545,7076,8050,10364,10109,8807,7954,10000,x
bk093,Halsey St,J ,1,36047,40.68637,-73.916559,1503525,1619882,1632375,1730267,1805490,1800505,1845755,1968526,2083683,2101350,2131177,2059030,2120521,4684,5061,5109,5378,5608,5650,5805,6174,6410,6490,6616,6579,6522,5681,5938,6023,6572,7004,7075,6683,7284,8262,8150,8226,7019,8440,
bk094,Halsey St,L ,1,36047,40.695602,-73.904084,1758909,1946762,1907900,2019248,2037729,2136529,2317512,2492974,2465693,2629576,2776078,2625255,2176141,5821,6313,6154,6420,6672,6904,7308,7720,7932,8426,8781,8386,7391,5037,6062,6204,7046,6237,7458,8382,9661,8087,8731,10054,8954,5369,
bk095,Hewes St,J M,1,36047,40.70687,-73.953431,657361,703052,744898,785545,848377,895661,927212,903641,981379,913179,894671,893262,1117566,1966,2143,2272,2420,2628,2811,2859,2859,2992,2866,2861,2782,3281,2870,2827,3028,3074,3335,3528,3627,3222,4042,3291,3048,3399,5198,
bk096,High St,A C,1,36047,40.699337,-73.990531,1746191,1915125,1888271,1968091,2093306,2209212,2441136,2687244,2656705,2536059,2983672,3463611,3536860,5572,6089,6045,6259,6586,7050,7543,8174,8479,8701,9215,10281,10776,5967,6487,6353,6887,7735,8106,9518,11042,8840,5437,11529,15473,14503,
bk097,Hoyt St,2 3,1,36047,40.690545,-73.985065,1986330,1938805,1902962,1839662,1922916,1978582,2033085,2181465,2249892,2356001,2137478,1982208,2293256,6652,6613,6341,6262,6535,6710,6657,7138,7342,7615,7637,6938,7467,5440,4585,5352,4513,4835,5562,6272,6708,7043,7619,3666,4054,7233,
bk098,Hoyt-Schermerhorn Sts,A C G,1,36047,40.688484,-73.985001,2641181,2897619,2862942,2923091,2968639,2990881,2971379,2961316,3038302,3082398,3264293,3370038,3605153,8847,9553,9642,9742,9760,9928,9604,9672,9818,9894,10319,10540,11238,7225,8463,7530,8251,9136,9428,9754,9182,9961,10339,11877,12707,13731,
bk099,Jay St-MetroTech,A C F R,2,36047,40.692338,-73.987342,10429024,10642207,10355187,10488087,11149629,11492780,11793956,12197352,12765132,13091255,13007176,12504027,12238047,35761,36596,35723,35884,38037,39561,40183,41405,43456,44267,43833,42274,41455,24743,23997,23495,25656,27794,29899,29107,30650,31485,33452,34871,32427,31155,
bk100,Jefferson St,L ,1,36047,40.706607,-73.922913,1403678,1569253,1581941,1740644,1815391,1906878,2136772,2425983,2514292,2563505,2566772,2515861,2237997,4502,4865,5059,5408,5771,5951,6612,7230,7565,7639,7807,7674,7221,4693,5974,5309,6713,6373,7613,8282,10724,10807,11286,10753,10271,7300,
bk101,Junius St,3,1,36047,40.663515,-73.902447,645442,660409,628879,672366,678990,660013,690625,727369,928235,681935,298119,620548,676092,2057,2105,2024,2142,2153,2204,2206,2361,3043,2230,970,2080,2216,2214,2215,2046,2295,2403,1948,2337,2293,2747,2053,934,1644,2027,x
bk102,Kings Hwy,B Q,1,36047,40.60867,-73.957734,5470271,5821580,5549765,5755515,5311662,5453084,5697467,5693562,5905481,6014920,6040256,5895421,5938819,18181,19193,18462,19091,17639,18422,18799,19010,19500,20094,19975,19569,19745,15442,16770,15440,16422,15176,15484,16687,15539,17206,16302,17673,16697,16648,
bk103,Kings Hwy,F ,1,36047,40.603217,-73.972361,1106013,1105178,1038778,1073519,1115062,1117098,1134042,1137784,1202640,1398753,1531332,1356085,1129071,3503,3513,3323,3478,3605,3681,3655,3616,3726,4637,5186,4567,3724,3920,3779,3507,3423,3653,3563,3706,3967,4694,3903,3844,3487,3339,
bk104,Kings Hwy,N ,1,36047,40.603923,-73.980353,1406790,1530933,1584172,1602420,1601357,1616827,1630749,1687226,1710115,475763,910558,1032541,1371311,4597,4923,4989,5017,5065,5104,5154,5344,5482,1489,2891,3328,4363,4306,4961,5725,5962,5774,6212,5818,5945,5696,1712,3205,3384,4741,x
bk105,Kingston Av,3,1,36047,40.669399,-73.942161,1486763,1544975,1450448,1485344,1519113,1515277,1545567,1564089,1573003,1560437,1474988,1443692,1472802,4789,4947,4734,4717,4825,4929,4949,5017,4999,4977,4703,4623,4697,4806,5008,4395,5069,5271,5052,5126,5189,5430,5219,5057,4831,4997,
bk106,Kingston-Throop Avs,C ,1,36047,40.679921,-73.940858,1513915,1577316,1501234,1571551,1659127,1703474,1834623,1887628,1992480,2031710,2085536,2099891,2055094,4787,4962,4769,4897,5152,5331,5678,5968,6210,6350,6564,6585,6643,5365,5614,5186,5914,6444,6750,7120,6701,7536,7544,7644,7775,6633,
bk107,Knickerbocker Av,M ,1,36047,40.698664,-73.919711,965345,1018665,1054258,1007087,1136213,702426,1018286,1147331,1288025,1288438,593366,772085,1544093,3043,3204,3260,3325,3575,2350,3429,3806,4104,4228,2077,2446,4522,3471,3635,4090,2844,4215,2115,2598,3274,4468,3846,1121,2764,7239,x
bk108,Kosciuszko St,J ,1,36047,40.693342,-73.928814,1198873,1293503,1324395,1401401,1468119,1482044,1515244,1521002,1593719,1661644,1979192,1908610,1779062,3732,4028,4107,4315,4528,4592,4751,4761,4927,5118,6143,6144,5562,4548,4805,5066,5532,5845,6072,5546,5663,6200,6517,7671,6276,6638,
bk109,Lafayette Av,C ,1,36047,40.686113,-73.973946,1339622,1472253,1410635,1525942,1556902,1582360,1638947,1617464,1631737,1639947,1621121,1631673,1599887,4186,4518,4409,4627,4665,4774,4825,4857,4849,4888,4843,4889,4928,5040,5854,5268,6429,6947,7164,7577,7002,7329,7245,7201,7153,6352,
bk110,Liberty Av,C ,1,36047,40.674542,-73.896548,891810,898961,872268,837165,817481,796044,810031,807678,858554,920826,886011,839241,833633,2948,2960,2871,2746,2687,2632,2658,2639,2780,3020,2933,2754,2749,2606,2618,2591,2554,2490,2536,2449,2488,2773,2765,2588,2540,2461,
bk111,Livonia Av,L ,1,36047,40.664038,-73.900571,603620,691560,704067,785229,829015,902860,934287,987560,1001522,1045593,1019591,994378,856615,1983,2249,2280,2497,2678,2908,2959,3078,3269,3418,3264,3209,2831,1799,2113,2223,2714,2698,3198,3288,3715,3039,3126,3461,3228,2468,
bk112,Lorimer St,J M,1,36047,40.703869,-73.947408,1233330,1345921,1379364,1404557,1470761,1494085,1523986,1500980,1614154,1595826,1619602,1495068,1747990,3858,4217,4287,4364,4564,4779,4796,4836,5070,5138,5161,4837,5216,4588,4893,5256,5355,5748,5463,5503,4933,5920,5194,5583,4795,7690,
bk113,Lorimer St /Metropolitan Av,L G,2,36047,40.714063,-73.950275,3859353,3831975,4273071,4394498,4479022,4643512,5040719,5090344,5238736,5156893,5010601,4821359,4696924,10883,11436,11846,12556,12815,13344,14004,14573,15131,15082,14752,14299,13985,20229,16718,23401,22217,22934,24022,27339,25444,25640,24167,23285,21801,20984,
bk114,Marcy Av,J M Z,1,36047,40.708359,-73.957757,2600039,2897071,3007825,3276009,3609981,3564065,3681903,3953628,4204877,4272443,4199041,4171666,4717791,8340,9217,9550,10349,11319,11591,11775,12547,13276,13815,13377,13315,14255,8689,9867,10490,11642,13629,12181,12353,13774,15165,13808,14486,14365,19904,
bk115,Montrose Av,L ,1,36047,40.707739,-73.93985,1593816,1747376,1718655,1951066,1983449,2075901,2178772,2335128,2334271,2338095,2306046,2239760,1933886,5007,5333,5433,5946,6268,6452,6731,6961,7025,7007,7021,6884,6515,5812,7032,6075,8081,7183,8430,8525,10343,10039,10119,9644,8943,5051,
bk116,Morgan Av,L ,1,36047,40.706152,-73.933147,1455193,1664668,1684084,2021162,2114813,2262826,2373595,2513823,2453723,2614617,2594607,2465927,2100475,4633,5078,5269,6050,6530,6821,7126,7298,7221,7592,7769,7510,6944,5037,6713,6200,8832,8395,10151,10289,12074,11294,12480,11465,10167,6127,
bk117,Myrtle Av,J M Z,1,36047,40.697207,-73.935657,2434091,2676471,2748162,2991967,3155344,3257338,3562631,3523740,3687468,3764562,4213096,3789470,3854024,7490,8192,8405,8995,9670,10098,10876,11048,11424,11801,13222,12122,11970,9679,10670,11104,12925,12921,13372,14546,13088,14285,13814,15648,12912,14828,
bk118,Myrtle-Willoughby Avs,G ,1,36047,40.694568,-73.949046,1192656,1307569,1346184,1223378,1383197,1440313,1578243,1722392,1875988,1887369,1765653,1768122,1820637,3818,4179,4250,4139,4412,4581,4916,5330,5783,5889,5743,5736,5919,4039,4364,4814,3071,4808,5353,5968,6669,7382,7043,5547,5594,5720,
bk119,Myrtle-Wyckoff Avs,L M,2,36047,40.699814,-73.911586,4710774,5230077,5111569,5399769,5358434,5662633,5982615,6381800,6464630,6531453,7302376,6893183,5927332,14790,16026,16030,16445,16689,17537,18167,19203,19490,19673,22434,21241,18735,17308,20813,18777,22313,20554,23285,24951,27345,27639,27784,29498,27320,21216,x
bk120,Nassau Av,G ,1,36047,40.724635,-73.951277,2363088,2391486,2321809,2126804,2396169,2479649,2653526,2760220,2916005,2851899,2765172,2880235,3136229,7654,7782,7542,7343,7791,8096,8435,8765,9066,9150,9105,9312,9841,7627,7411,7379,4760,7724,8344,9304,9747,11249,9560,8243,9386,11631,
bk121,Neck Rd,Q ,1,36047,40.595246,-73.955161,1148045,1172413,954832,791867,1242661,1148708,1218313,1232947,1305776,1336596,1379473,1366989,1362524,3713,3796,3182,2606,4114,3834,3941,4033,4207,4354,4441,4405,4401,3726,3698,2640,2305,3599,3460,3922,3758,4290,4119,4594,4492,4424,x
bk122,Neptune Av,F ,1,36047,40.581011,-73.974574,492359,490569,480865,516846,536991,505076,523554,512828,531011,513566,478754,433083,428163,1626,1611,1583,1720,1794,1705,1749,1698,1807,1742,1658,1516,1456,1438,1442,1422,1446,1492,1440,1434,1485,1282,1254,1039,843,1055,x
bk123,Nevins St,2 3 4 5,1,36047,40.688246,-73.980492,3369278,3459284,3479130,3566500,3524471,3454621,3477861,3580156,3310625,3220745,3271270,3215723,3150597,11134,11406,11579,11778,11708,11653,11468,11752,10896,10716,10699,10426,10205,9946,10081,9824,10575,10239,10022,10342,10877,9902,8999,10231,10364,10221,
bk124,New Lots Av,3,1,36047,40.666235,-73.884079,1783927,1840488,1781691,1885350,1954353,1857630,1975478,2038532,2155220,2065205,1810576,1644379,1643487,5675,5874,5752,6015,6223,6214,6349,6626,7133,6855,6087,5573,5454,6177,6149,5730,6403,6810,5436,6510,6407,6055,5686,4803,4085,4615,
