complex_id,complex_nm,trains,station_ct,bcode,stop_lat,stop_lon,tot2007,tot2008,tot2009,tot2010,tot2011,tot2012,tot2013,tot2014,tot2015,tot2016,tot2017,tot2018,tot2019,avwkdy07,avwkdy08,avwkdy09,avwkdy10,avwkdy11,avwkdy12,avwkdy13,avwkdy14,avwkdy15,avwkdy16,avwkdy17,avwkdy18,avwkdy19,avwken07,avwken08,avwken09,avwken10,avwken11,avwken12,avwken13,avwken14,avwken15,avwken16,avwken17,avwken18,avwken19,srv_notes
bk125,New Lots Av,L ,1,36047,40.658733,-73.899232,939010,1072250,1138348,1231257,1304384,1379065,1499902,1583983,1595607,1645273,1638839,1499170,1254351,3115,3520,3729,3961,4255,4475,4785,5005,5244,5431,5290,4869,4168,2662,3137,3418,4066,4075,4744,5145,5651,4697,4706,5387,4739,3516,
bk126,New Utrecht Av /62 St,N D,2,36047,40.626472,-73.996895,1672534,1689985,1645572,1692800,1768935,1931306,1654945,1716638,1857740,1784812,1651274,1503742,1501183,5086,5161,5052,5155,5340,5883,5159,5270,5551,5602,5217,4673,4736,6964,6806,6592,7044,7696,8504,6243,6881,8226,6504,5972,5748,5402,x
bk127,Newkirk Av,2 5,1,36047,40.639967,-73.948411,2337181,2403333,2298052,2347178,2352060,2279365,2393978,2431300,2476287,2395551,2315386,2221270,2131839,7645,7851,7561,7666,7715,7604,7757,8015,8035,7840,7600,7312,7182,7117,7204,6745,7180,7131,6854,7661,7145,7853,7192,7008,6555,5486,
bk128,Newkirk Plaza,B Q,1,36047,40.635082,-73.962793,2988166,3138236,2842893,2867372,2999870,3021079,3380559,3302958,3432907,3315748,3356199,3258207,3252504,9563,10004,9375,9179,9672,9890,10788,10707,10864,10842,10728,10534,10514,10135,10622,8221,9643,9910,10004,11613,10490,12210,10122,11558,10554,10527,
bk129,Norwood Av,J Z,1,36047,40.68141,-73.880039,1009451,1077051,1041356,1056263,1065062,1097011,1095573,1145643,1159274,1146658,1065073,966728,948571,3221,3390,3319,3381,3366,3518,3492,3603,3639,3613,3437,3190,3156,3453,3841,3558,3590,3848,3957,3754,4167,4249,4099,3482,2835,2651,
bk130,Nostrand Av,3,1,36047,40.669847,-73.950466,1251246,1250756,1200968,1290482,1324424,1313227,1327377,1358826,1386067,1358853,1295175,1250715,1370372,3895,3891,3782,3980,4069,4113,4151,4268,4306,4239,4066,3907,4195,4663,4614,4315,4971,5293,5192,4942,4925,5241,5032,4770,4656,5551,
bk131,Nostrand Av,A C,1,36047,40.680438,-73.950426,4666962,5034844,4676059,4863842,5139201,5283444,5510841,5439806,5762163,5861658,5823419,5609408,5608232,14840,15658,15018,15264,15868,16439,16843,17062,17790,18231,18035,17437,17352,16241,18900,15405,17816,20432,21437,22420,19979,22586,22197,22803,21559,21949,
bk132,Ocean Pkwy,Q ,1,36047,40.576312,-73.968501,935145,969515,973380,1057060,1033582,983972,990091,969271,1022215,1016458,1022378,1018695,1033340,2864,2992,3075,3350,3314,3155,3141,3124,3203,3211,3251,3199,3242,3778,3725,3449,3690,3500,3542,3465,3167,3751,3597,3548,3712,3757,x
bk133,Park Pl,S ,1,36047,40.674772,-73.957624,750049,767373,715532,710863,707253,682438,646934,608731,602858,576122,575188,537340,519984,2363,2427,2305,2261,2259,2201,2077,1968,1922,1850,1818,1725,1676,2717,2672,2319,2465,2445,2397,2148,1958,2072,1903,2068,1793,1702,
bk134,Parkside Av,Q ,1,36047,40.655292,-73.961495,1827294,1855373,1777758,2050518,2098007,1812362,1381093,1617878,1692567,1783716,1953704,1979647,1955051,5569,5648,5661,6407,6691,5729,4240,4969,5266,5524,5898,6050,6173,7482,7488,6041,7607,7245,6891,5426,6381,6387,6844,8295,8010,6941,x
bk135,Pennsylvania Av,3,1,36047,40.664635,-73.894895,1825213,1865416,1786525,1805195,1805956,1690851,1752108,1746438,2111790,753493,1054654,1279685,1360708,5832,5964,5799,5800,5798,5696,5675,5718,6997,2485,3503,4331,4493,6202,6201,5605,5948,6085,4783,5577,5303,5902,2206,3027,3211,3927,x
bk136,President St,2 5,1,36047,40.667883,-73.950683,1029299,1065963,1044562,1130601,1133831,1142008,1216019,1221048,1243976,1226582,1227134,1197019,1037219,3365,3492,3469,3731,3754,3815,3969,4092,4120,4114,4113,4019,3558,3081,3112,2871,3232,3239,3395,3745,3255,3520,3204,3296,3132,2361,
bk137,Prospect Av,R ,1,36047,40.665414,-73.992872,1788418,1876991,1860934,1863247,1930101,1864725,1826064,1827271,1785990,1758711,961733,1638002,1780893,5774,6042,6008,6006,6230,6147,5934,5943,5896,5842,3199,5523,5967,5869,6123,6104,6192,6449,6018,5806,5792,5240,4944,2690,4281,4819,x
bk138,Prospect Park,B Q S,1,36047,40.661614,-73.962246,2706111,2824450,2955204,2867309,2815199,2892200,3190679,3312727,3327301,3272810,3421790,3289464,3323334,8322,8675,8641,8496,8557,9024,9761,9715,10033,9995,10234,10059,10152,10702,11029,13850,12943,11787,11561,12864,15404,14105,13301,15104,13368,13568,
bk139,Ralph Av,C ,1,36047,40.678822,-73.920786,1434216,1498036,1450900,1529747,1585546,1625548,1719602,1787157,1867793,1863036,1894817,1850375,1829126,4531,4721,4617,4840,5007,5175,5381,5570,5796,5801,5936,5768,5730,5127,5315,5000,5407,5750,6042,6391,6719,7162,6984,7063,7005,6774,
bk140,Rockaway Av,3,1,36047,40.662549,-73.908946,1759237,1825246,1758538,1787382,1792136,1682755,1753354,1763824,526505,1534978,1685468,1412271,1451431,5616,5828,5699,5729,5715,5636,5632,5735,1690,5122,5642,4747,4780,6009,6102,5569,5969,6228,4906,5802,5536,1777,4078,4590,3694,4241,x
bk141,Rockaway Av,C ,1,36047,40.67834,-73.911946,1446190,1522803,1480189,1499681,1548571,1574733,1615457,1641268,1721297,1786802,1794365,1790683,1787343,4633,4889,4786,4815,4971,5089,5137,5223,5443,5678,5715,5667,5653,4879,4986,4756,4992,5246,5512,5616,5680,6136,6188,6268,6390,6376,
bk142,Saratoga Av,3,1,36047,40.661453,-73.916327,1673813,1720382,1663923,1699652,1743578,1676421,1777399,1791700,2442282,1208956,1702107,1535733,1556357,5421,5572,5472,5529,5662,5697,5807,5933,8148,4006,5777,5246,5238,5355,5390,4909,5305,5583,4525,5451,5137,6568,3373,4288,3642,4040,x
bk143,Sheepshead Bay,B Q,1,36047,40.586896,-73.954155,4298721,4455963,4361205,4481755,4096449,4148629,4205275,4201776,4296566,4322837,4297325,4183545,4169796,14429,14899,14670,14969,13716,14083,14010,14118,14304,14477,14311,13946,13908,11501,11871,11395,12344,11217,11495,11712,11092,11984,11562,12146,11595,11508,
bk144,Shepherd Av,C ,1,36047,40.67413,-73.88075,912247,966964,922420,917964,930613,945113,988620,1027404,1059106,1059144,1038180,990387,977012,2913,3076,2939,2917,2968,3034,3149,3263,3370,3393,3337,3182,3153,3126,3296,3164,3194,3241,3405,3408,3586,3669,3529,3486,3303,3188,
bk145,Smith-9 Sts,F G,1,36047,40.67358,-73.995959,1313577,1439644,1465834,1501360,577571,0,926087,1539209,1636221,1533167,1484326,1466151,1435824,4097,4464,4579,4763,1834,0,2854,4762,5084,4861,4714,4689,4553,4956,5452,5461,5263,2068,0,3664,6001,6299,5391,5289,5023,5096,x
bk146,Sterling St,2 5,1,36047,40.662742,-73.95085,1654595,1684561,1636794,1743151,1787824,1803628,1866122,1785975,1822524,1805238,1787994,1753125,1654809,5326,5417,5315,5597,5755,5899,5915,5783,5802,5806,5795,5684,5468,5410,5420,5097,5720,5913,5932,6567,5705,6267,5869,5750,5574,4760,
bk147,Sutter Av,L ,1,36047,40.669367,-73.901975,1001950,1104244,1168953,1280175,1303422,1383957,1449524,1499122,1453567,1435112,1394283,1246958,1047762,3265,3556,3766,4050,4201,4437,4555,4675,4727,4688,4471,4029,3446,3103,3538,3786,4527,4299,4989,5279,5625,4488,4318,4701,4028,3093,
bk148,Sutter Av-Rutland Rd,3,1,36047,40.664717,-73.92261,2282569,2335881,2219406,2317306,2370949,2288256,2419794,2467381,2420464,2035027,1049559,1968448,2019485,7325,7495,7259,7461,7621,7713,7831,8084,8031,6785,3449,6657,6724,7629,7651,6728,7605,7952,6469,7764,7490,6748,5547,3157,4977,5576,x
bk149,Union St,R ,1,36047,40.677316,-73.98311,1984448,2071096,2067255,2126492,2228520,2148505,2058555,2065047,2073096,2024863,1935724,2090848,2271983,6317,6581,6591,6738,7010,6935,6528,6415,6599,6512,6395,6835,7375,6959,7205,7205,7670,8361,7627,7321,7992,7252,6713,5744,6500,7295,
bk150,Utica Av,A C,1,36047,40.679364,-73.930729,4171867,4435837,4235887,4272623,4437282,4530536,4726582,4878678,5060099,5152649,5271782,5195786,5106247,13367,14057,13515,13584,13977,14327,14673,15117,15674,16060,16408,16121,15957,14071,15410,14481,14866,16306,17320,18127,18822,19583,19318,20225,20086,19198,
bk151,Van Siclen Av,3,1,36047,40.665449,-73.889395,914388,958573,956623,1023416,1061359,1016466,1060055,1048755,304082,1250237,1078048,854150,853106,2937,3090,3124,3302,3415,3431,3431,3438,989,4194,3660,2904,2833,3039,3064,2907,3305,3529,2834,3388,3159,967,3205,2681,2087,2390,x
bk152,Van Siclen Av,C ,1,36047,40.67271,-73.890358,833443,915167,869166,893234,901530,897528,941172,967947,1019100,1017779,1026358,955230,918811,2646,2903,2763,2829,2854,2864,2974,3050,3202,3224,3259,3021,2920,2919,3156,3005,3141,3232,3307,3351,3488,3718,3563,3618,3406,3204,
bk153,Van Siclen Av,J Z,1,36047,40.678024,-73.891688,717189,780986,808772,828566,886663,893665,913115,943663,966461,983370,910042,818735,791691,2265,2437,2550,2615,2765,2829,2883,2940,3004,3067,2900,2678,2614,2563,2878,2892,2984,3382,3393,3265,3562,3681,3663,3145,2511,2300,
bk154,West 8 St-New York Aquarium,F Q,1,36047,40.576127,-73.975939,772932,809964,779782,867792,814749,767921,702810,741345,789416,795636,789104,818685,837836,2146,2333,2302,2506,2478,2285,2069,2262,2397,2421,2404,2469,2471,4029,3753,3349,3889,3251,3427,3077,2967,3138,3175,3146,3382,3728,x
bk155,Wilson Av,L ,1,36047,40.688764,-73.904046,931948,1055011,1067833,1089448,1093030,1115994,1243700,1393045,1407098,1219239,1471094,1420065,1290221,3036,3354,3357,3400,3532,3566,3865,4248,4437,3812,4564,4468,4292,2883,3592,3873,4074,3551,4064,4745,5689,5011,4496,5735,5153,3605,x
bk156,Winthrop St,2 5,1,36047,40.656652,-73.9502,1936151,2022238,2006133,2110081,2173945,2171267,2275444,2263671,2241716,2146809,2148162,2140028,1882065,6581,6862,6854,7185,7409,7524,7639,7720,7541,7272,7317,7262,6499,4764,4898,4730,5146,5311,5287,6064,5481,5868,5327,5306,5329,4147,
bk157,York St,F ,1,36047,40.701397,-73.986751,1603908,1855120,1913869,2041208,2251649,2344141,2666502,2760385,2900416,3286640,3172717,3256154,3927129,5131,5894,6077,6621,7426,7798,8629,8973,9328,10246,10373,11032,12638,5461,6370,6757,6591,6794,7260,8672,8783,9691,12521,9945,8199,13024,
mn001,1 Av,L ,1,36061,40.730953,-73.981628,5598821,6201745,6490329,6936132,7050336,7296576,7735905,8111070,7702110,7660896,7071729,6743140,5345371,17358,19203,20006,21157,22039,22436,23467,24286,23789,23195,21823,20998,18393,21667,23737,25686,28914,26919,30928,32724,35580,30185,32170,28252,25688,12273,
mn002,103 St,1,1,36061,40.799446,-73.968379,4347657,4447213,4419549,4167100,4302101,4366343,4427199,4199559,4258632,4290142,4114291,4072703,3766055,13353,13573,13409,12968,13292,13557,13500,13318,13309,13246,12818,12569,12005,17358,17949,18408,15798,17071,17810,18130,14644,15829,16603,15650,16156,12862,
mn003,103 St,6,1,36061,40.7906,-73.947478,4402659,4573700,4631356,4799555,4901637,4861001,5038138,5198601,4031201,4336922,4402069,4065523,4039570,13897,14500,14663,15210,15673,15721,16189,16641,13057,13994,14337,13285,13218,15876,15903,16428,17051,16972,16997,16793,17608,13014,13963,13920,12523,12370,x
mn004,103 St,B C,1,36061,40.796092,-73.961454,1535588,1599818,1524460,1556919,1453267,1472319,1528633,1555514,1521132,1481660,1470838,1630405,1498363,4778,4961,4736,4782,4562,4659,4760,4832,4800,4776,4674,5444,4724,5836,6047,5789,6212,5410,5599,5799,5947,5458,4817,5191,4438,5460,
mn005,110 St,6,1,36061,40.79502,-73.94425,3521483,3626056,3668518,3722821,3771563,3740549,3841826,3955522,4209449,4196711,3734660,3394176,3316061,10973,11320,11425,11630,11836,11908,12162,12452,13409,13341,11932,10851,10580,13361,13423,13879,13986,14111,13944,13682,14381,14497,14600,12893,11584,11427,
mn006,116 St,2 3,1,36061,40.802098,-73.949625,3053832,3156704,3281869,3225207,3439949,3584234,3715803,3845140,3948545,3874037,3729434,3446526,3345661,9522,9968,10190,10227,10627,11100,11508,11787,12196,12090,11553,10707,10592,11561,11117,12545,11325,13715,14810,14410,15500,15487,14435,14583,13266,11877,
mn007,116 St,6,1,36061,40.798629,-73.941617,4585336,4798220,4849246,5100170,5253753,5264035,5347692,5370343,5324072,5336694,5066069,4683148,4572453,13994,14698,14899,15655,16206,16514,16675,16674,16702,16707,15899,14715,14394,18789,19092,19332,20475,21024,20749,20263,20611,19593,19733,18846,17222,16679,
mn008,116 St,B C,1,36061,40.805085,-73.954882,1682020,1849963,1838683,1921860,1944599,2000033,2122084,2234662,2246138,2276196,2253473,2262578,2288111,5331,5752,5745,5945,6153,6328,6594,7005,7215,7417,7232,7613,7249,5973,6971,6868,7521,7051,7647,8172,8287,7514,7077,7673,5946,8193,
mn009,116 St-Columbia University,1,1,36061,40.807722,-73.96411,4825577,4912623,4870652,4774192,4932065,4942022,5044561,4917691,4846181,4797152,4586341,4528136,4380469,15657,15939,15891,15808,16130,16283,16363,16460,16132,15861,15263,15079,14777,15463,15474,15195,13987,15481,16047,16166,13256,13547,13853,13115,12956,11332,
mn010,125 St,1,1,36061,40.815581,-73.958372,2358932,2444771,2402477,2358252,2438449,2560513,2649847,2578729,2555321,2524125,2438960,2457157,2368025,7126,7380,7221,7243,7468,7857,7995,8077,7991,7794,7584,7679,7599,10012,10251,10331,9423,9985,10889,11257,9469,9482,9797,9379,9312,7890,
mn011,125 St,2 3,1,36061,40.807754,-73.945495,4196876,4342867,4514621,4317843,4518487,4635697,4917465,5103216,5121518,4989981,5054479,4727671,4644262,13075,13810,14207,13878,14101,14471,15351,15744,15986,15719,15692,14746,14703,16053,14929,16460,14350,17393,18686,18547,20142,19311,17940,19660,17929,16510,
mn012,125 St,4 5 6,1,36061,40.804138,-73.937594,8295082,8681735,8710718,8834429,8868272,8965496,9290210,9574765,9586567,9431163,9088393,8630430,8554857,26282,27433,27704,27990,28341,28913,29425,30168,30277,30024,29065,27605,27231,29532,30709,30406,31536,30832,31873,33091,34840,34541,32501,31307,29461,29884,
mn013,125 St,A B C D,1,36061,40.811109,-73.952343,7612421,7986389,7872649,8003946,8173608,8427453,8932680,9342667,9558837,9603878,9335382,9037343,9208598,23402,24566,24404,24584,25084,26276,27395,28428,29062,29423,28680,27677,28267,30477,31392,30408,32174,33401,34011,35998,38766,39729,38587,37694,36704,37179,
mn014,135 St,2 3,1,36061,40.814229,-73.94077,3853829,3944165,4022802,4043860,4344677,4477110,4672352,4932623,4949583,4867017,4768474,4506259,4268823,12158,12505,12676,13031,13641,14120,14690,15335,15598,15446,15023,14343,13799,13918,13694,14562,13268,16289,17351,17070,18837,17916,16887,17462,15693,13775,
mn015,135 St,B C,1,36061,40.817894,-73.947649,1391512,1467646,1428140,1511387,1575802,1633467,1722204,1731602,1693561,1731460,1743984,1622552,1743921,4540,4791,4657,4878,5145,5409,5592,5620,5575,5785,5770,5490,5657,4360,4475,4457,5015,4985,5165,5516,5529,5036,4743,5127,4123,5624,
mn016,137 St-City College,1,1,36061,40.822008,-73.953676,4515446,4618524,4523575,4436971,4546654,4634498,4825267,4542044,4646578,4564432,4440108,4260166,3874783,14316,14454,14181,14158,14528,14854,14947,14768,14798,14460,14049,13371,12464,16020,16992,16791,15341,15799,16874,18805,14213,16107,16055,15844,15939,12819,
mn017,14 St /8 Av,A C E L,2,36061,40.740893,-74.00169,10985541,11568852,11129412,11795495,12415290,13044037,13903211,14340856,14763727,14572075,14153266,14324670,14239275,35018,36735,35157,36777,38802,40990,42718,43953,45253,44680,43434,44031,44370,38314,40310,40132,45247,47685,51356,55956,58298,59900,58605,57625,57748,54522,
mn018,14 St /6 Av,F M 1 2 3 L,3,36061,40.737826,-74.000201,14761349,15304268,15220076,15029178,15199211,15487097,15844699,16215866,16121318,16118952,15187056,15002214,14736035,46877,48540,47932,47204,47831,49237,49316,49990,50335,50692,48565,48508,46363,52363,53593,55726,56113,56932,58546,60933,64712,61431,59127,52840,49334,54442,
mn019,14 St-Union Sq,L N Q R W 4 5 6,3,36061,40.734673,-73.989951,33744169,35545653,34245245,34730692,34927178,34639575,35309414,35677468,35320623,34289822,34557551,33124407,32385260,104501,109272,105118,106380,107352,108000,108158,109472,108440,106718,107141,103572,101832,132323,141077,138618,142748,143239,140855,144163,144539,143123,130777,135996,125348,119876,
mn020,145 St,1,1,36061,40.826551,-73.95036,3166049,3191262,3128091,3115174,3138419,3289827,3274106,3364151,3338110,3328994,3208921,3062446,2936613,9422,9487,9382,9417,9510,9952,9931,10099,10112,10039,9863,9433,9219,14068,14020,13469,13077,13300,14616,13589,14487,13951,14015,12936,12216,10714,
mn021,145 St,3,1,36061,40.820421,-73.936245,790639,826061,878906,873390,981914,1014623,1073259,1114674,1137484,1086105,1093045,635413,954825,2693,2777,2848,2873,3136,3273,3426,3631,3664,3590,3540,2105,3193,1938,2118,2807,2580,3413,3594,3685,3495,3738,3133,3561,1837,2610,x
mn022,145 St,A B C D,1,36061,40.824783,-73.944216,6176544,6602419,6446603,6694537,6948193,7048936,7432177,7778992,7923696,7949593,7714122,7434662,7464653,19170,20476,20126,20730,21576,22125,22879,23805,24307,24604,23932,23047,22937,23810,25126,24200,26068,27122,27736,29522,31573,31882,30729,29988,28847,29978,
mn023,155 St,B D,1,36061,40.830135,-73.938209,1181067,1199549,1199677,1241223,1248295,1257551,1281168,1299098,1306282,1308981,1212240,1115948,1123868,3718,3735,3728,3823,3845,3947,3948,4022,4038,4052,3804,3595,3556,4263,4452,4547,4874,4979,4906,5014,4998,5059,4996,4448,3649,3989,
mn024,155 St,C ,1,36061,40.830518,-73.941514,726080,739611,710556,735801,792465,798881,822333,852716,842826,881431,887427,1001262,895036,2264,2321,2221,2279,2455,2490,2529,2586,2596,2733,2715,3168,2732,2746,2678,2652,2853,3112,3212,3277,3563,3326,3368,3609,3546,3680,
mn025,157 St,1,1,36061,40.834041,-73.94489,3213412,3255229,3251747,3238373,3259408,3381015,3458058,3481873,3516545,3542519,3488053,3514522,3739786,9706,9815,9843,9899,9972,10331,10677,10822,10918,10928,10802,11036,12042,13614,13661,13597,13108,13380,14552,13471,13190,13403,13735,13683,12999,12229,
mn026,163 St-Amsterdam Av,C ,1,36061,40.836013,-73.939892,1162204,1167101,1142625,1193933,1221336,1230018,1317493,1390615,1395260,1450668,1437340,548092,1390312,3587,3600,3525,3663,3772,3849,4080,4271,4340,4513,4436,1711,4289,4572,4516,4479,4796,4845,4881,5100,5553,5302,5471,5669,2016,5491,x
mn027,168 St,A C 1,2,36061,40.840719,-73.939561,7068332,7703324,7532891,7325739,7500154,7503282,7884456,8090476,8009233,8217661,7945871,8150537,6156288,22377,23458,23592,23572,24019,24580,25041,25659,25845,25879,25589,26138,20079,25381,31787,28040,24663,25915,24960,27877,28757,26334,29950,26637,27468,19246,x
mn028,175 St,A ,1,36061,40.847391,-73.939704,3754654,3606024,3500536,3783719,4029936,4028015,4154792,4187473,4197373,4049645,4112450,3879652,4182625,12325,12402,11834,12078,12737,12914,13309,13460,13224,13377,13217,12580,13144,11234,7739,8813,12985,14622,14568,13982,13877,15221,11504,13754,12478,15379,
mn029,18 St,1,1,36061,40.74104,-73.997871,2427699,2457457,2407729,2435685,2497134,2533877,2585522,2622558,2676304,2687128,2594336,2683235,2649616,8010,8076,7846,7968,8199,8437,8505,8638,8800,8903,8680,8860,8843,7209,7323,7624,7658,7753,7867,7818,7883,8145,7759,7274,7993,7434,
mn030,181 St,1,1,36061,40.849505,-73.933596,3583169,3764024,3551740,3429260,3171483,3496979,3608658,3751020,3779275,3772385,3742446,3605435,3523536,10819,11133,10604,10803,10370,10978,11228,11673,11850,11578,11693,11342,11311,15204,16859,15542,12292,9742,13682,13652,14173,13860,14919,14196,13206,11647,
mn031,181 St,A ,1,36061,40.851695,-73.937969,3040302,2876719,2877894,3106184,3245786,3242555,3309493,3456161,3628174,3459170,3453621,3368097,3404841,9795,9772,9585,9723,10044,10223,10404,10861,11237,11294,10981,10760,10542,9967,6753,7966,11633,12852,12549,12103,12667,14129,10509,12101,11606,13313,
mn032,190 St,A ,1,36061,40.859022,-73.93418,1242833,1175432,1177378,1287568,1445656,1473807,1472564,1458911,1530460,1460194,1494996,1423142,1535450,4007,3993,3891,3988,4425,4592,4546,4549,4683,4748,4719,4574,4805,4087,2788,3420,5066,5996,5974,5798,5531,6230,4546,5410,4762,5768,
mn033,191 St,1,1,36061,40.855225,-73.929412,2441749,2562177,2432768,2344317,2318562,2512719,2598961,2700904,2713440,2730419,2657964,2526932,2333160,7648,7880,7532,7561,7686,8042,8258,8580,8619,8545,8419,8032,7525,9059,10050,9395,7603,6654,9138,9028,9380,9434,10023,9547,8866,7550,
mn034,2 Av,F ,1,36061,40.723402,-73.989938,5501841,5845342,5734200,5627896,5728217,5706955,5999079,5772265,5847710,5772537,5372036,5034358,5583944,16637,17552,17310,17090,17364,17540,17801,17183,17355,17059,16675,15995,16703,23335,25036,24413,23523,24518,24235,27022,25696,26503,26234,20998,17746,24564,
mn035,207 St,1,1,36061,40.864621,-73.918822,1711716,1907159,1919631,1875395,2054287,2205288,1966949,2049587,2090297,2148169,2097830,2020214,1853146,5189,5640,5746,5917,6745,6954,6098,6336,6514,6562,6524,6349,5890,7164,8554,8332,6687,6178,8484,7565,7954,7858,8673,8116,7442,6425,
mn036,215 St,1,1,36061,40.869444,-73.915279,474222,597454,635361,582955,583486,599790,638224,626312,615177,636441,617727,553050,527505,1444,1824,1979,1949,2006,1996,2078,2057,2012,2001,1988,1787,1718,1976,2448,2443,1610,1363,1858,2023,1893,1910,2342,2108,1822,1663,
mn037,23 St,1,1,36061,40.744081,-73.995657,4658455,4615267,4516335,4517687,4622230,4654520,4818903,4883773,4884678,4703374,4557216,4853909,4627755,14948,14766,14338,14379,14663,14931,15283,15542,15451,15062,14763,15470,14824,15805,15588,15997,15992,16730,16990,17138,17167,17640,15941,14948,17044,15824,
mn038,23 St,6,1,36061,40.739864,-73.986599,9049048,9239171,8914123,8925824,8999142,8901705,9200337,9033835,8627481,8539378,8265227,9035498,8659806,31527,32018,30908,30929,31206,31053,31777,31212,29972,29452,28479,31597,30031,19130,19699,19545,20088,20183,21335,20735,20246,18388,19249,19273,18454,18893,
mn039,23 St,C E,1,36061,40.745906,-73.998041,6785651,7060491,6819642,6707382,7001778,7155940,7629811,7923005,7844508,7543246,7410618,7420152,7272610,21799,22749,22061,21934,22900,23572,24782,25620,25731,24569,24161,24397,23890,22834,23020,22090,20847,21867,23119,24391,25870,23887,23549,23444,22387,22064,
mn040,23 St,F M,1,36061,40.742878,-73.992821,7512297,7565129,7161707,7394628,7911886,8078511,8446249,8678810,8942154,8989195,8636801,5099809,8619473,25706,25917,24407,25100,27049,27977,28749,29327,30652,31078,30758,18416,28776,18030,17500,17603,18900,19493,20120,20880,22545,21257,19973,15508,7665,24089,x
mn041,23 St,R W,1,36061,40.741303,-73.989344,5636909,5889298,5736345,5998303,6659479,6805210,6905704,7348879,7965410,8151328,7651650,8155834,7085694,18853,19695,19065,20007,22080,22981,22760,24060,25973,26693,25007,26381,23398,15588,15925,16400,17051,19543,19597,20605,22743,25157,24898,24108,26807,20974,
mn042,28 St,1,1,36061,40.747215,-73.993365,3585713,3680019,3783842,3941656,4093901,4346501,4548738,4666347,4665377,4544976,4348170,4444072,4493352,12388,12601,12752,13179,13634,14597,15149,15568,15620,15253,14740,14797,15083,8045,8547,9932,10974,11675,12833,12732,13004,12742,12098,11152,12526,12025,
mn043,28 St,6,1,36061,40.74307,-73.984264,6593781,6751198,6548905,6621732,6741400,6688570,7076992,7107083,7214293,7161164,6836061,3525030,5834989,22323,22750,22042,22274,22794,22715,23696,23856,24470,24130,23081,12019,19766,16854,17305,17263,17775,17723,18664,19269,19026,18121,18646,17989,8448,14924,x
mn044,28 St,R W,1,36061,40.745494,-73.988691,2951768,3011248,2931184,3044555,3297714,3413315,3520209,3796977,4083143,4205109,4065263,4445982,4018310,9719,9965,9657,10003,10894,11502,11607,12407,13271,13680,13256,14302,13144,8861,8605,8700,9259,9803,9883,10400,11795,13006,13195,12887,14910,12397,
mn045,3 Av,L ,1,36061,40.732849,-73.986122,1733892,1825033,1886833,2060364,2048408,2182023,2310062,2473561,2386533,2449392,2319152,2204834,1700456,5241,5605,5815,6123,6278,6532,6803,7193,7140,7179,6934,6749,5725,7370,7206,7472,9385,8445,10073,10761,11875,10481,11420,10336,8941,4513,
mn046,33 St,6,1,36061,40.746081,-73.982076,9261797,9483622,8958763,9090245,9220240,9374676,9756409,9798598,9701723,9577123,8916102,9530273,8934900,31292,31883,30129,30497,31181,31877,32783,32863,32809,32153,30040,32608,30368,23930,24648,23709,24751,24125,25926,26004,26363,24782,25391,23708,22606,22166,
mn047,34 St-Herald Sq,B D F M N Q R W,2,36061,40.749719,-73.987823,38564625,39040943,36945680,37769752,37731386,37154138,38213448,39285568,39541865,39000352,39672507,39111312,39385436,124651,126117,119202,120764,121081,121120,122517,125355,126776,125682,127664,126576,125498,125551,124795,120579,128763,127682,125297,128250,134816,132961,126221,132429,126221,136508,
mn119,34 St-Hudson Yards,7,1,36061,40.755882,-74.00191,,,,,,,,,692165,2691851,3098699,3189867,6108384,,,,,,,,,2064,8507,10082,10789,18875,,,,,,,,,3183,9618,9941,8135,23959,x
mn048,34 St-Penn Station,1 2 3,1,36061,40.750373,-73.991057,27804027,28343889,27196195,26892243,26758623,27010176,27730331,28638643,28309160,27741367,26034238,25968950,25967676,91169,92750,88520,87736,87482,88929,90042,92693,92176,90524,85585,85180,84975,84381,84940,85188,83359,82935,87177,87791,92317,88770,84702,78533,78700,79364,
mn049,34 St-Penn Station,A C E,1,36061,40.752287,-73.993391,25262174,26013432,24182097,24265016,24751771,24851746,25726374,26493571,26147434,25183869,24366500,24857456,25631364,83450,85542,79875,80009,81585,82511,83717,85634,84778,82584,78904,80346,82855,73756,76132,70183,71387,73738,76888,80788,86057,83698,74992,78878,80930,83555,
mn050,42 St-Bryant Pk /5 Av,B D F M 7,2,36061,40.754222,-73.984569,13575482,14200488,13502111,13979224,14752187,14917245,15527439,15896805,16220605,16934142,16594289,16056128,17213702,47175,48939,46431,47741,50375,51962,53222,54289,55400,57793,57395,55872,58339,28769,31012,30667,33567,35576,35250,36169,37872,38673,40137,37101,33521,43255,
mn051,47-50 Sts-Rockefeller Center,B D F M,1,36061,40.758663,-73.981329,17628737,17477350,15977449,16517856,17466013,17091251,17759382,18236646,18469446,18086203,17471620,17289384,18604810,61560,60818,55402,56758,59979,59749,61099,62693,63803,62283,61478,61027,63609,35830,35203,34013,37500,40178,39051,39972,41198,40299,39633,33776,31634,43757,
mn052,49 St,N R W,1,36061,40.759901,-73.984139,7976466,8106715,7817461,8139011,8121552,8186576,8155010,8544694,8029988,8754627,8626669,8394862,7410041,25410,25796,24487,25284,25480,25793,25356,26546,25459,27077,26519,25911,23854,27800,27819,29016,31512,30294,31697,31139,32745,28130,33634,34714,33001,24305,
