,complex_id,centrality
109,245,0.01479076479076479
110,250,0.004329004329004329
111,251,0.0021748093176664606
112,28,0.019516594516594522
113,609,0.007747539371689025
114,334,0.0
115,620,0.020062873634302213
116,615,0.06667697381983097
117,64,0.046505875077303645
118,175,0.129700061842919
119,176,0.08498763141620284
120,337,0.000450079021507593
121,225,0.01184698458507982
122,212,0.003401360544217687
123,22,0.0022866408140063
124,336,0.0
125,263,0.016743970315398888
126,264,0.017465471036899608
127,192,0.006462585034013605
128,246,0.012739641311069883
129,247,0.010667903525046383
130,502,2.0614306328592042e-05
131,503,2.0614306328592042e-05
132,622,0.004483611626468769
133,75,0.008575551432694289
134,76,0.006462585034013605
135,191,0.008575551432694289
136,254,0.0
137,255,0.0021748093176664606
138,214,0.006720263863121006
139,215,0.008348794063079777
140,97,0.011909915481344053
141,238,0.0761355047069333
142,164,0.0012574726860441147
143,611,0.039815235355587855
144,348,0.008575551432694289
145,349,0.006462585034013605
146,151,0.03995497573728866
147,152,0.0
148,262,0.01702226345083488
149,195,0.0
150,118,0.0017109874252731396
151,119,0.0
152,425,0.01768707482993197
153,333,0.0
154,341,0.03599257884972171
155,626,0.03488971346114203
156,381,0.005071119356833642
157,224,0.009956709956709957
158,323,0.006132848346824839
159,601,0.03268723694821408
160,197,1.0307153164296021e-05
161,198,0.0
162,154,0.026048916440072914
163,155,0.026114440485188798
164,68,0.03957946815089672
165,69,0.03779633065347351
166,510,0.0005668934240362812
167,511,0.0006184291898577612
168,610,0.04372032082761828
169,113,0.0008039579468150897
170,630,0.01396103896103896
171,621,0.1020923520923521
172,354,0.010667903525046383
173,355,0.008575551432694289
174,135,0.006462585034013605
175,103,0.00040970933828076686
176,625,0.0028731189445475157
177,45,1.5460729746444033e-05
178,380,0.003401360544217687
179,156,0.02618143698075672
180,157,0.026248433476324648
181,405,0.003401360544217687
182,602,0.03208588520895265
183,185,0.020820449391877962
184,613,0.04615591748090204
185,77,0.004329004329004329
186,280,0.028277674706246134
187,260,0.01957843743558029
188,261,0.018300350443207585
189,350,0.004329004329004329
190,351,0.0021748093176664606
191,376,0.00016491445062873634
192,377,0.0
193,234,0.0
194,430,0.024902082044939187
195,431,0.026283240568954855
196,207,6.184291898577613e-05
197,127,0.0021748093176664606
198,303,0.005071119356833642
199,304,0.003401360544217687
200,463,0.0021748093176664606
201,464,0.0
202,159,0.026382426467460494
203,160,0.026449422963028418
204,89,0.0
205,93,0.01896000824572253
206,339,0.0
207,340,0.03779633065347351
208,101,0.0021541950113378684
209,268,0.020470006184291897
210,269,0.02093382807668522
211,301,0.01311069882498454
212,605,0.028684807256235827
213,120,0.0
214,629,0.051149247577819
215,519,0.0002886002886002886
216,131,0.01892908678622964
217,158,0.02631542997189257
218,292,0.05743661100803958
219,512,0.0006493506493506494
220,513,0.0006596578025149454
221,320,1.0307153164296021e-05
222,361,0.00016491445062873634
223,54,0.02478870336013193
224,85,0.03801793444650588
225,86,0.0
226,424,0.01634714491857349
227,186,0.01883116883116883
228,143,0.0
229,144,0.0017109874252731396
230,84,0.0
231,167,0.017788678373093968
232,204,0.0
233,283,0.04021851164708307
234,284,0.04147083075654504
235,384,0.009956709956709957
236,516,0.0005668934240362812
237,55,0.026664605236033808
238,56,0.02857142857142857
239,514,0.0006493506493506494
240,515,0.0006184291898577612
241,235,0.0
242,181,0.0816223459080602
243,182,0.0810863739435168
244,162,0.012514135524339602
245,110,0.004329004329004329
246,111,0.006462585034013605
247,34,0.07490208204493919
248,57,0.030457637600494743
249,58,0.03416821273964131
250,279,0.031153370439084723
251,80,0.03183364254792826
252,236,0.07745310245310243
253,5,4.1228612657184085e-05
254,6,0.0
255,51,0.01986703772418058
256,87,0.04047103689960833
257,98,0.0021541950113378684
258,99,1.0307153164296021e-05
259,506,0.0001546072974644403
260,507,0.0002886002886002886
261,3,6.184291898577613e-05
262,325,0.003314700885820244
263,326,0.00203060138743503
264,232,0.0
265,100,1.0307153164296021e-05
266,282,0.03898165326736755
267,124,0.0021748093176664606
268,437,0.0017109874252731396
269,183,0.080571016285302
270,168,0.010696113593454347
271,169,0.009344158670070851
272,78,0.0021748093176664606
273,79,0.0
274,256,0.004329004329004329
275,324,0.004682116538950181
276,327,0.0032671968826885347
277,624,0.010629789368193839
278,179,0.08282312925170068
279,180,0.08217893217893217
280,475,0.0
281,476,0.0017109874252731396
282,374,0.0004329004329004329
283,375,0.0003092145949288806
284,153,0.02599954026824776
285,428,0.02207792207792208
286,277,0.005608089315572308
287,272,0.022845804988662132
288,273,0.02419604205318491
289,196,0.0
290,35,0.07515976087404659
291,177,0.08426613069470212
292,616,0.029514533085961657
293,200,0.0
294,201,2.0614306328592042e-05
295,321,0.001173223979346427
296,422,0.009956709956709957
297,423,0.011544011544011544
298,146,0.005071119356833642
299,147,0.006720263863121006
300,455,0.0037827252112966397
301,456,0.004236239950525664
302,253,0.0
303,358,0.0021748093176664606
304,359,0.0
305,433,0.02898371469800041
306,434,0.030303030303030304
307,436,0.0
308,296,0.005071119356833642
309,297,0.006720263863121006
310,606,0.038904349618635335
311,17,0.009345840833163043
312,136,0.004329004329004329
313,8,0.0010671339242767815
314,392,0.04453078730289613
315,393,0.044597783798464054
316,237,0.07666632309489453
317,220,0.022308278770863797
318,604,0.045481622182302436
319,81,0.0
320,82,0.03426613069470212
321,343,0.01883116883116883
322,187,0.016821273964131106
323,504,0.0
324,145,0.003401360544217687
325,356,0.006462585034013605
326,385,0.011544011544011544
327,286,0.04998453927025356
328,257,0.006462585034013605
329,344,0.016821273964131106
330,59,0.0
331,60,0.0021748093176664606
332,347,0.010667903525046383
333,440,0.0017109874252731396
334,441,0.0
335,83,0.035523603380746234
336,360,0.0
337,4,6.184291898577613e-05
338,477,0.003401360544217687
339,125,0.0
340,614,0.0349554011118637
341,50,0.016821273964131106
342,345,0.01479076479076479
343,346,0.012739641311069883
344,313,0.009977324263038548
345,249,0.006462585034013605
346,394,0.044664780294031974
347,395,0.0447317767895999
348,522,0.0
349,523,0.0001546072974644403
350,213,0.005071119356833642
351,241,0.022789115646258504
352,242,0.020820449391877962
353,366,0.0006802721088435374
354,367,0.0007215007215007215
355,243,0.01883116883116883
356,9,0.0004893577528085877
357,372,0.0006184291898577612
358,373,0.0005359719645433931
359,458,0.0052051123479694905
360,459,0.005916305916305916
361,240,0.024737167594310452
362,14,0.0005449925827167634
363,449,0.004329004329004329
364,450,0.006462585034013605
365,137,0.0021748093176664606
366,443,1.0307153164296021e-05
367,444,0.0
368,357,0.004329004329004329
369,62,0.006462585034013605
370,13,0.00023430776832137384
371,37,0.004329004329004329
372,38,0.0021748093176664606
373,368,0.0007421150278293135
374,509,0.000494743351886209
375,42,0.0
376,43,0.0
377,289,0.05360235003092146
378,88,0.041713048855905994
379,70,0.03599257884972171
380,150,0.030303030303030304
381,429,0.02350030921459493
382,39,0.0
383,10,0.0011125969474763534
384,173,0.0
385,36,0.006462585034013605
386,65,0.044805194805194806
387,46,0.0010719439290867861
388,208,4.1228612657184085e-05
389,364,0.0005359719645433931
390,365,0.0006184291898577612
391,61,0.004329004329004329
392,399,0.00043731778425655976
393,314,0.011544011544011544
394,71,0.06673881673881674
395,448,0.0021748093176664606
396,221,0.0
397,20,0.001963326018675429
398,414,0.0
399,627,0.0835446299732014
400,328,0.001094105423882787
401,16,0.010617056390092885
402,49,0.01479076479076479
403,72,0.06530612244897958
404,248,0.008575551432694289
405,508,0.00040197897340754483
406,386,0.01311069882498454
407,407,0.00463547034975607
408,398,0.0004143475572047001
409,74,0.010667903525046383
410,447,0.0
411,501,0.0
412,391,0.0444637908073282
413,397,0.04530308756499231
414,312,0.0008348794063079777
415,316,0.011987325473720027
416,451,0.008575551432694289
417,396,0.04479877328516782
418,371,0.0006802721088435374
419,266,0.018908472479901052
420,352,0.0
421,114,0.0017882910740053596
422,107,0.0
423,126,0.0
424,460,0.007050092764378479
425,432,0.02764378478664193
426,353,0.012739641311069883
427,461,0.00842094413522985
428,293,0.0
429,252,0.0
430,278,0.0
431,149,0.02898371469800041
432,48,0.012739641311069883
433,457,0.004710368996083281
434,439,0.003401360544217687
435,209,0.0
436,265,0.01818697175840033
437,442,0.0
438,138,0.0
439,308,0.0017109874252731396
440,307,0.0
441,505,0.0
