system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
27Q183,Q183,P.S. 183 Dr. Richard R. Green,DOE,General Academic,K-8,Open,2-45 BEACH  79 STREET,-73.805866,40.58922
25Q184,Q184,P.S. 184 Flushing Manor,DOE,General Academic,Elementary,Open,163-15 21 ROAD,-73.799158,40.778334
25Q185,Q185,J.H.S. 185 Edward Bleeker,DOE,General Academic,Junior High-Intermediate-Middle,Open,147-26 25 DRIVE,-73.818607,40.774906
26Q186,Q186,P.S. 186 Castlewood,DOE,General Academic,Elementary,Open,252-12 72 AVENUE,-73.721594,40.749556
26Q188,Q188,P.S. 188 Kingsbury,DOE,General Academic,Elementary,Open,218-12 HARTLAND AVENUE,-73.753985,40.736063
25Q189,Q189,J.H.S. 189 Daniel Carter Beard,DOE,General Academic,Junior High-Intermediate-Middle,Open,144-80 BARCLAY AVENUE,-73.818399,40.759963
28Q190,Q190,J.H.S. 190 Russell Sage,DOE,General Academic,Junior High-Intermediate-Middle,Open,68-17 AUSTIN STREET,-73.8517,40.723478
26Q191,Q191,P.S. 191 Mayflower,DOE,General Academic,Elementary,Open,85-15 258 STREET,-73.708617,40.734266
29Q192,Q192,I.S. 192 The Linden,DOE,General Academic,Junior High-Intermediate-Middle,Open,109-89 204 STREET,-73.752885,40.705989
25Q193,Q193,P.S. 193 Alfred J. Kennedy,DOE,General Academic,Elementary,Open,152-20 11 AVENUE,-73.808987,40.792053
25Q194,Q194,J.H.S. 194 William Carr,DOE,General Academic,Junior High-Intermediate-Middle,Open,154-60 17 AVENUE,-73.80699,40.783231
29Q195,Q195,P.S. 195 William Haberle,DOE,General Academic,Elementary,Open,253-50 149 AVENUE,-73.735618,40.652641
28Q196,Q196,P.S. 196 Grand Central Parkway,DOE,General Academic,Elementary,Open,71-25 113 STREET,-73.837379,40.722792
27Q197,Q197,P.S. 197 The Ocean School,DOE,General Academic,Elementary,Open,825 HICKSVILLE ROAD,-73.744128,40.599664
27Q198,Q198,JHS 198 Benjamin N Cardozo,DOE,General Academic,K-8,Closed,365 BEACH  56 STREET,-73.7862,40.594
24Q199,Q199,P.S. 199 Maurice A. Fitzgerald,DOE,General Academic,Elementary,Open,39-20 48 AVENUE,-73.926081,40.739831
25Q200,Q200,P.S./M.S. 200 - The Magnet School of Global Studie,DOE,General Academic,K-8,Open,70-10 164 STREET,-73.805759,40.73107
30Q365,Q365,Global Scholars Academies Of Long Island City,DOE,General Academic,High school,"Initiated, never opened",14-30 BROADWAY,-73.933907,40.765881
25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,DOE,General Academic,Elementary,Open,65-11 155 STREET,-73.813011,40.736541
27Q202,Q202,J.H.S. 202 Robert H. Goddard,DOE,General Academic,Junior High-Intermediate-Middle,Open,138-30 LAFAYETTE STREET,-73.845992,40.670905
26Q203,Q203,P.S. 203 Oakland Gardens,DOE,General Academic,Elementary,Open,53-11 SPRINGFIELD BOULEVARD,-73.759822,40.753606
30Q204,Q204,I.S. 204 Oliver W. Holmes,DOE,General Academic,Junior High-Intermediate-Middle,Open,36-41 28 STREET,-73.932628,40.756471
26Q205,Q205,P.S. 205 Alexander Graham Bell,DOE,General Academic,Elementary,Open,75-25 BELL BOULEVARD,-73.756374,40.738008
28Q206,Q206,P.S. 206 The Horace Harding School,DOE,General Academic,Elementary,Open,61-02 98 STREET,-73.861004,40.73404
28Q206,Q206,P.S. 206 The Horace Harding School,DOE,General Academic,Elementary,Open,61-02 98 STREET,-73.861004,40.73404
27Q207,Q207,P.S. 207 Rockwood Park,DOE,General Academic,K-8,Open,159-15 88 STREET,-73.843881,40.657736
29Q208,Q208,P.S./I.S. 208,DOE,General Academic,K-8,Open,74-30 COMMONWEALTH BLVD,-73.727632,40.744276
25Q209,Q209,P.S. 209 Clearview Gardens,DOE,General Academic,Elementary,Open,16-10 UTOPIA PARKWAY,-73.795845,40.783777
27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,DOE,General Academic,Junior High-Intermediate-Middle,Open,93-11 101 AVENUE,-73.847633,40.68476
24Q211,Q211,Elm Tree Elementary School,DOE,General Academic,Elementary,Open,50-51 98TH STREET,-73.863408,40.741139
30Q212,Q212,P.S. 212,DOE,General Academic,Elementary,Open,34-25 82 STREET,-73.884458,40.753035
26Q213,Q213,P.S. 213 The Carl Ullman School,DOE,General Academic,Elementary,Open,231-02 67 AVENUE,-73.74539,40.747457
25Q214,Q214,P.S. 214 Cadwallader Colden,DOE,General Academic,Elementary,Open,31-15 140 STREET,-73.827606,40.770215
27Q215,Q215,P.S. 215 Lucretia Mott,DOE,General Academic,Elementary,Closed,535 BRIAR PLACE,-73.758587,40.599467
26Q216,Q216,J.H.S. 216 George J. Ryan,DOE,General Academic,Junior High-Intermediate-Middle,Open,64-20 175 STREET,-73.794501,40.737188
28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,DOE,General Academic,Junior High-Intermediate-Middle,Open,85-05 144 STREET,-73.811461,40.710384
25Q219,Q219,P.S. 219 Paul Klapper,DOE,General Academic,K-8,Open,144-39 GRAVETT ROAD,-73.823841,40.737448
28Q220,Q220,P.S. 220 Edward Mandel,DOE,General Academic,Elementary,Open,62-10 108 STREET,-73.852621,40.736314
26Q221,Q221,P.S. 221 The North Hills School,DOE,General Academic,Elementary,Open,57-40 MARATHON PARKWAY,-73.731518,40.758808
30Q222,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,DOE,General Academic,Early Childhood,Open,86-15 37 AVENUE,-73.879991,40.750442
27Q223,Q223,P.S. 223 Lyndon B. Johnson,DOE,General Academic,Elementary,Open,125-20 SUTPHIN BOULEVARD,-73.78953,40.673898
75Q224,Q224,P.S. Q224,DOE,Special Education,K-8,Open,252-12 72 AVENUE,-73.721594,40.749556
27Q225,Q225,P.S. 225 Seaside,DOE,General Academic,K-8,Closed,190 BEACH 110 STREET,-73.83109,40.580907
27Q226,Q226,J.H.S. 226 Virgil I. Grissom,DOE,General Academic,Junior High-Intermediate-Middle,Open,121-10 ROCKAWAY BOULEVARD,-73.81673,40.675021
30Q227,Q227,I.S. 227 Louis Armstrong,DOE,General Academic,Junior High-Intermediate-Middle,Open,32-02 JUNCTION BOULEVARD,-73.874614,40.757567
30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,DOE,General Academic,Early Childhood,Open,32-63 93 STREET,-73.874947,40.756931
30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,DOE,General Academic,Early Childhood,Open,32-63 93 STREET,-73.874947,40.756931
24Q229,Q229,P.S. 229 Emanuel Kaplan,DOE,General Academic,Elementary,Open,67-25 51 ROAD,-73.897108,40.734682
30Q230,Q230,I.S. 230,DOE,General Academic,Junior High-Intermediate-Middle,Open,73-10 34 AVENUE,-73.892883,40.752618
29Q231,Q231,I.S. 231 Magnetech 2000,DOE,General Academic,Junior High-Intermediate-Middle,Closed,145-00 SPRINGFIELD BOULEVARD,-73.759396,40.664809
27Q232,Q232,P.S. 232 Lindenwood,DOE,General Academic,K-8,Open,153-23 83 STREET,-73.850622,40.665408
75Q233,Q233,P.S. Q233,DOE,Special Education,K-12 all grades,Open,91-30 METROPOLITAN AVENUE,-73.855543,40.708431
30Q234,Q234,P.S. 234,DOE,General Academic,Elementary,Open,30-15 29 STREET,-73.923044,40.766898
30Q234,Q234,P.S. 234,DOE,General Academic,Elementary,Open,30-15 29 STREET,-73.923044,40.766898
30Q235,Q235,Academy for New Americans,DOE,General Academic,Junior High-Intermediate-Middle,Open,30-14 30 STREET,-73.923044,40.766898
30Q235,Q235,Academy for New Americans,DOE,General Academic,Junior High-Intermediate-Middle,Open,30-14 30 STREET,-73.923044,40.766898
24Q236,Q236,International High School for Health Sciences,DOE,General Academic,High school,Open,48-01 90 STREET,-73.874129,40.740824
25Q237,Q237,I.S. 237,DOE,General Academic,Junior High-Intermediate-Middle,Open,46-21 COLDEN STREET,-73.821402,40.74943
29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,88-15 182 STREET,-73.779653,40.712743
24Q239,Q239,P.S. 239,DOE,General Academic,Elementary,Open,17-15 WEIRFIELD STREET,-73.903838,40.699431
25Q240,Q240,Veritas Academy,DOE,General Academic,High school,Open,35-01 UNION STREET,-73.826811,40.764892
25Q241,Q241,Queens High School for Language Studies,DOE,General Academic,High school,Open,35-01 UNION STREET,-73.826811,40.764892
25Q242,Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,DOE,General Academic,Early Childhood,Open,29-66 137 STREET,-73.832005,40.769752
29Q243,Q243,Institute for Health Professions at Cambria Height,DOE,Career Technical,High school,Open,207- 01 116TH  AVENUE,-73.74633,40.698786
25Q244,Q244,The Active Learning Elementary School,DOE,General Academic,Early Childhood,Open,137-20 FRANKLIN AVENUE,-73.826192,40.754483
29Q248,Q248,Queens Preparatory Academy,DOE,General Academic,High school,Open,143-10 SPRINGFIELD BOULEVARD,-73.757744,40.66903
25Q250,Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,DOE,General Academic,Junior High-Intermediate-Middle,Open,158-40 76 ROAD,-73.80938,40.724195
29Q251,Q251,P.S. 251 Queens,DOE,General Academic,Elementary,Open,144-51 ARTHUR STREET,-73.759396,40.664809
25Q252,Q252,"Queens School of Inquiry, The",DOE,General Academic,Secondary School,Open,158-40 76 ROAD,-73.80938,40.724195
27Q253,Q253,P.S. 253,DOE,General Academic,Elementary,Open,1307 CENTRAL AVENUE,-73.748799,40.607247
27Q254,Q254,P.S. 254 - The Rosa Parks School,DOE,General Academic,Elementary,Open,84-40 101 STREET,-73.847886,40.6972
75Q255,Q255,P.S. Q255,DOE,Special Education,K-12 all grades,Open,158-40 76 ROAD,-73.80938,40.724195
30Q258,Q258,Energy Tech High School,DOE,Career Technical,High school,Open,36-41 28 STREET,-73.932628,40.756471
29Q259,Q259,Pathways College Preparatory School: A College Boa,DOE,General Academic,Secondary School,Open,109-89 204 STREET,-73.752885,40.705989
27Q260,Q260,Frederick Douglass Academy VI High School,DOE,General Academic,High school,Open,8-21 BAY 25 STREET,-73.763995,40.601537
27Q261,Q261,Voyages Prep - South Queens,DOE,Transfer School,High school,Open,156-10 BAISLEY BOULEVARD,-73.782684,40.673949
27Q262,Q262,Channel View School for Research,DOE,General Academic,Secondary School,Open,100-00 BEACH CHANNEL DRIVE,-73.825317,40.586012
25Q263,Q263,Flushing International High School,DOE,General Academic,High school,Open,144-80 BARCLAY AVENUE,-73.818399,40.759963
24Q264,Q264,Academy of Finance and Enterprise,DOE,General Academic,High school,Open,30-20 THOMSON AVENUE,-73.937004,40.744175
29Q265,Q265,Excelsior Preparatory High School,DOE,General Academic,High school,Open,143-10 SPRINGFIELD BOULEVARD,-73.757744,40.66903
26Q266,Q266,P.S./I.S. 266,DOE,General Academic,K-8,Open,74-10 COMMONWEALTH BOULEVARD,-73.728415,40.746128
24Q267,Q267,High School of Applied Communication,DOE,General Academic,High school,Open,30-20 THOMSON AVENUE,-73.937004,40.744175
29Q268,Q268,P.S./I.S. 268,DOE,General Academic,K-8,Open,92-07 175 STREET,-73.78521,40.707648
29Q270,Q270,The Gordon Parks School,DOE,General Academic,K-8,Open,233-15 MERRICK BOULEVARD,-73.736232,40.67507
29Q272,Q272,George Washington Carver High School for the Scien,DOE,General Academic,High school,Open,143-10 SPRINGFIELD BOULEVARD,-73.757744,40.66903
27Q273,Q273,P.S. 273,DOE,General Academic,Elementary,Open,88-07 102ND STREET,-73.844335,40.693613
29Q274,Q274,Langston Hughes High School For Communication Arts,DOE,General Academic,High school,Closed,143-10 SPRINGFIELD BOULEVARD,-73.7569,40.6682
75Q277,Q277,The Riverview School,DOE,Special Education,K-12 all grades,Open,50-15 44TH STREET,-73.921346,40.73668
30Q280,Q280,P.S. 280,DOE,General Academic,Elementary,Open,34-20 94TH STREET,-73.874109,40.753345
25Q281,Q281,East-West School of International Studies,DOE,General Academic,Secondary School,Open,46-21 COLDEN STREET,-73.821402,40.74943
27Q282,Q282,Knowledge and Power Preparatory Academy VI,DOE,General Academic,Junior High-Intermediate-Middle,Open,8-21 BAY 25 STREET,-73.763995,40.601537
29Q283,Q283,Preparatory Academy for Writers: A College Board S,DOE,General Academic,Secondary School,Open,143-10 SPRINGFIELD BOULEVARD,-73.757744,40.66903
28Q284,Q284,York Early College Academy,DOE,General Academic,Secondary School,Open,108-35 167 STREET,-73.786403,40.69691
25Q285,Q285,World Journalism Preparatory: A College Board Scho,DOE,General Academic,Secondary School,Open,34-65 192 STREET,-73.789365,40.764884
30Q286,Q286,"Young Women's Leadership School, Astoria",DOE,General Academic,Secondary School,Open,23-15 NEWTOWN AVENUE,-73.92383,40.770769
28Q287,Q287,The Emerson School,DOE,General Academic,Junior High-Intermediate-Middle,Open,108-35 167 STREET,-73.786403,40.69691
29Q289,Q289,Queens United Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,229-02 137 AVENUE,-73.743327,40.672259
24Q290,Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,DOE,General Academic,Elementary,Open,55-20 METROPOLITAN AVENUE,-73.908307,40.71303
30Q291,Q291,Hunters Point Community Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,1-50 51ST AVENUE,-73.959183,40.742964
24Q293,Q293,Civic Leadership Academy,DOE,General Academic,High school,Open,45-10 94TH STREET,-73.871505,40.743228
25Q294,Q294,BELL Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,18-25 212 STREET,-73.77843,40.782331
29Q295,Q295,P.S./I.S. 295,DOE,General Academic,K-8,Open,222-14 JAMAICA AVENUE,-73.731398,40.720617
24Q296,Q296,Pan American International High School,DOE,General Academic,High school,Open,45-10 94TH STREET,-73.871505,40.743228
27Q297,Q297,Hawtree Creek Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,121-10 ROCKAWAY BOULEVARD,-73.81673,40.675021
84Q298,Q298,Middle Village Prep Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,68-02 METROPOLITAN AVENUE,-73.888325,40.710973
24Q299,Q299,Bard High School Early College Queens,DOE,General Academic,High school,Open,30-20 THOMSON AVENUE,-73.937004,40.744175
30Q300,Q300,The 30th Avenue School (G&T Citywide),DOE,General Academic,K-8,Open,28-37 29 STREET,-73.922544,40.768034
30Q301,Q301,Academy for Careers in Television and Film,DOE,Career Technical,High school,Open,1-50 51ST AVENUE,-73.959183,40.742964
27Q302,Q302,"Queens High School for Information, Research, and",DOE,General Academic,High school,Open,8-21 BAY 25 STREET,-73.763995,40.601537
28Q303,Q303,The Academy for Excellence through the Arts,DOE,General Academic,Early Childhood,Open,108-55 69 AVENUE,-73.844032,40.725787
84Q304,Q304,VOICE Charter School of New York,Charter,General Academic,K-8,Open,36-24 12TH STREET,-73.939984,40.760376
84Q304,Q304,VOICE Charter School of New York,Charter,General Academic,K-8,Open,36-24 12TH STREET,-73.939984,40.760376
24Q305,Q305,Learners and Leaders,DOE,General Academic,Elementary,Open,378 SENECA AVENUE,-73.91499,40.706837
27Q306,Q306,New York City Academy for Discovery,DOE,General Academic,Elementary,Open,95-16 89TH AVENUE,-73.848577,40.691482
24Q307,Q307,Pioneer Academy,DOE,General Academic,Elementary,Open,40-20 100TH STREET,-73.865787,40.749175
27Q308,Q308,Robert H. Goddard High School of Communication Art,DOE,General Academic,High school,Open,138-30 LAFAYETTE STREET,-73.845992,40.670905
27Q309,Q309,Academy of Medical Technology: A College Board Sch,DOE,General Academic,Secondary School,Open,8-21 BAY 25 STREET,-73.763995,40.601537
24Q366,Q366,College And Career Academies High School At Newtow,DOE,General Academic,High school,"Initiated, never opened",48-01 90 STREET,-73.874129,40.740824
28Q310,Q310,Queens Collegiate: A College Board School,DOE,General Academic,Secondary School,Open,167-01 GOTHIC DRIVE,-73.798658,40.714551
24Q311,Q311,Corona Arts & Sciences Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,98-11 44TH AVENUE,-73.865239,40.74592
24Q311,Q311,Corona Arts & Sciences Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,98-11 44TH AVENUE,-73.865239,40.74592
28Q312,Q312,Jamaica Children's School,DOE,General Academic,Elementary,Open,109-20 UNION HALL STREET,-73.790975,40.693559
29Q313,Q313,Benjamin Franklin High School for Finance & Inform,DOE,Career Technical,High school,Open,207- 01 116TH  AVENUE,-73.74633,40.698786
27Q314,Q314,Epic High School - South,DOE,General Academic,High school,Open,121-10 ROCKAWAY BOULEVARD,-73.81673,40.675021
26Q315,Q315,Business Technology Early College High School,DOE,Career Technical,High school,Open,230-17 HILLSIDE AVENUE,-73.739726,40.733888
27Q316,Q316,Queens Explorers Elementary School,DOE,General Academic,Elementary,Open,90-07 101ST AVENUE,-73.850123,40.683112
27Q317,Q317,Waterside Children's Studio School,DOE,General Academic,Elementary,Open,190 BEACH 110 STREET,-73.83109,40.580907
27Q318,Q318,Waterside School For Leadership,DOE,General Academic,Junior High-Intermediate-Middle,Open,190 BEACH 110 STREET,-73.83109,40.580907
27Q319,Q319,Village Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,10-45 NAMEOKE STREET,-73.749891,40.604019
84Q320,Q320,New Visions Charter High School for Advanced Math,Charter,General Academic,High school,Open,156-10 BAISLEY BOULEVARD,-73.782684,40.673949
84Q321,Q321,Growing Up Green Charter School,Charter,General Academic,K-8,Open,39-37 28th Street,-73.935743,40.752598
27Q323,Q323,Scholars' Academy,DOE,General Academic,Secondary School,Open,320 BEACH 104TH STREET,-73.825162,40.584543
84Q388,Q388,New Dawn Charter High School II,Charter,General Academic,High school,Open,89 17 161 street,-73.799059,40.706041
27Q324,Q324,Rockaway Park High School for Environmental Sustai,DOE,General Academic,High school,Open,100-00 BEACH CHANNEL DRIVE,-73.825317,40.586012
28Q325,Q325,Hillside Arts & Letters Academy,DOE,General Academic,High school,Open,167-01 GOTHIC DRIVE,-73.798658,40.714551
29Q326,Q326,Cambria Heights Academy,DOE,General Academic,High school,Open,188-04 91ST AVENUE,-73.771196,40.711857
29Q327,Q327,Eagle Academy for Young Men III,DOE,General Academic,Secondary School,Open,171-10 LINDEN BOULEVARD,-73.778924,40.69172
28Q328,Q328,High School for Community Leadership,DOE,General Academic,High school,Open,167-01 GOTHIC DRIVE,-73.798658,40.714551
30Q329,Q329,East Elmhurst Community School,DOE,General Academic,Elementary,Open,26-25 97TH STREET,-73.872244,40.761573
24Q330,Q330,Helen M. Marshall School,DOE,General Academic,Elementary,Open,110-08 NORTHERN BOULEVARD,-73.859202,40.757888
28Q332,Q332,Redwood Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,133-25 GUY R BREWER BOULEVARD,-73.775643,40.675014
27Q333,Q333,Goldie Maple Academy,DOE,General Academic,K-8,Open,3-65 BEACH 56 STREET,-73.786649,40.594008
27Q334,Q334,Epic High School - North,DOE,General Academic,High school,Open,94-25 117TH STREET,-73.829409,40.693013
84Q337,Q337,Success Academy Charter School - Rosedale - New Yo,Charter,General Academic,Elementary,Open,147-65 249TH STREET,-73.738793,40.655811
28Q338,Q338,Queens Satellite High School for Opportunity,DOE,Transfer School,High school,Open,162-02 HILLSIDE AVENUE,-73.799532,40.708204
84Q339,Q339,Success Academy Charter School - Springfield Garde,Charter,General Academic,Elementary,Open,132-55 RIDGEDALE STREET,-73.752772,40.681881
84Q340,Q340,Challenge Preparatory Charter School,Charter,General Academic,K-8,Open,710 HARTMAN LANE,-73.764065,40.600137
84Q341,Q341,Riverton Street Charter School,Charter,General Academic,K-8,Open,118-46 RIVERTON STREET,-73.763282,40.689012
24Q343,Q343,The Children's Lab School,DOE,General Academic,Elementary,Open,45-45 42ND STREET,-73.922604,40.74258
27Q346,Q346,New HS at Q400 (August Martin),DOE,General Academic,High school,"Initiated, never opened",156-10 BAISLEY BOULEVARD,-73.782684,40.673949
28Q349,Q349,The Queens School for Leadership and Excellence,DOE,General Academic,Elementary,Open,88-08 164TH STREET,-73.797981,40.708698
28Q350,Q350,Jamaica Gateway to the Sciences,DOE,General Academic,High school,Open,167-01 GOTHIC DRIVE,-73.798658,40.714551
27Q351,Q351,Rockaway Collegiate High School,DOE,General Academic,High school,Open,100-00 BEACH CHANNEL DRIVE,-73.825317,40.586012
27Q352,Q352,District 27 MS#1,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",488 BEACH  66 STREET,-73.794804,40.594358
28Q354,Q354,The Jermaine L. Green STEM Institute of Queens,DOE,General Academic,Elementary,Open,126-10 BEDELL STREET,-73.774668,40.679843
29Q355,Q355,Collaborative Arts Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,145-00 SPRINGFIELD BOULEVARD,-73.759396,40.664809
29Q356,Q356,Community Voices Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,145-00 SPRINGFIELD BOULEVARD,-73.759396,40.664809
